Issue ID,Book,Location,Severity,Issue,Proposed correction,Owner,Reviewer,Status
PCL-19,PCL-AI,"domain-06-evm-eac.md — ""Knowledge Area 6.3 — Forecasting with EVM: the EAC family"" (and domain-07-contracts-commercial.md ""Knowledge Area 7.2 — Contract management"")",moderate,"""AI in this KA"" coverage across Domains 1–7 is uneven and is thinnest at the highest-risk Knowledge Areas, which sits awkwardly against 00-conventions.md §1, where the 20 % AI weighting is stated to be carried in part by ""the 'AI in this domain/KA' sections embedded in every non-AI chapter"". Domain 1 has a block in all five KAs; Domain 4 has three of four. But Domain 6 — the EVM flagship — has only one, and it sits in KA 6.4 (limitations), so KA 6.3, described in its own heading as ""the heart of the domain"" and the home of predictive EAC (the single most consequential AI application in project controls, per 13.5.3), carries none. Domain 7 likewise has one block, in KA 7.5, so KA 7.2 — claims and variations, where contract-analytics AI is most used and where a missed notice window or a hallucinated clause is most damaging (13.5.7b describes exactly this workflow) — carries none. Domain 2 has none in KA 2.1 or 2.4; Domain 3 none in 3.1–3.3; Domain 5 none in 5.1 or 5.3.","Add an ""AI in this KA"" block to KA 6.3 (predictive EAC: value in trend detection and driver attribution; limits — the model cannot see the critical path or the cause of a variance, cannot select among methods (a)–(d), and cannot own a forecast defended to a board; verification via the TCPI check of 6.2.3 and the CPI-stability test of 6.A.5) and to KA 7.2 (contract analytics: value in coverage across many contracts; limits — extraction is not entitlement, a model must not be relied on to confirm that a notice window is open or that a clause is a condition precedent; verification by reading the cited clause against the executed contract). Then audit the remaining KAs in Domains 2, 3 and 5 for the same gap so the AI surface is even rather than opportunistic.",unassigned,unassigned — Gate 3,Open
PCL-20,PCL-AI,"domain-08-pm-lifecycle.md — 8.5.1 ""Contract and project closure"" and Toolkit 8.T.2 ""Project closure checklist""",moderate,"Record retention is repeatedly required and never specified. 8.5.1 lists ""archiving records"" as a closure activity; Toolkit 8.T.2 has the line ""Records archived — cost ledger, change log, contemporaneous records, schedule history"". Neither states for how long, to whose custody the archive passes once the project team disbands, in what form (retrievable and readable, not a dead file share), or what drives the period — the contract's limitation period and defects-liability period, statutory accounting and tax retention requirements, funder or regulator conditions, and open or foreseeable disputes — nor that these periods differ by jurisdiction and contract. A search across all six domains for a retention period returns nothing. The omission has direct consequences elsewhere in the book: Domain 10 Advanced 10.A.6 states that contemporaneous updates ""are the raw material of every credible method"" of delay analysis, and Domain 9 KA 9.6.4 rests assurance on archived Sprint evidence, but neither is supported by a rule that keeps those records alive long enough to be used.","Expand the 8.5.1 archiving sentence and the 8.T.2 checklist line into a retention requirement: records are retained for a defined period set by the longest of the contract's limitation and defects-liability periods, statutory accounting/tax retention, and any funder, regulator or audit condition — with any records subject to a live or foreseeable dispute held until it is resolved; the archive passes to a named custodian in the permanent organisation (typically the PMO or records function) with retrieval tested, not assumed; and the period is stated in the closure plan rather than assumed. Add the jurisdictional caveat that statutory retention periods and limitation periods differ by jurisdiction and contract form. Cross-reference from Domain 10 Advanced 10.A.6 and Domain 9 KA 9.6.4.",unassigned,unassigned — Gate 3,Open
PFL-14,PFL-AI,"domain-01-foundations.md — ""Toolkit 1.T.3 — Conflicts and AI-use register"" (same defect across Toolkits 3.T.1, 4.T.4, 5.T.1, 6.T.3, 7.T.3, 8.T.1)",moderate,"Every domain ends in adoption-ready registers, and none of them states a retention expectation. Toolkit 1.T.3 is the clearest case: it captures conflicts (relationship, parties affected, disclosure date, handling, review date) and AI use (tool, environment, data classification, verification steps, named verifier, disclosure status) and closes with ""One register, one owner, standing agenda item"" — but never says how long the register is kept, in what form, or who holds it after the engagement ends. These are precisely the records a professional would need years later to show that a conflict was disclosed at the time or that an AI-assisted figure was verified before it entered a negotiating position, which is the defence Worked example 1.3.3 spends a page establishing the economic case for. The same silence runs through the assumption register (3.T.1), the hurdle-rate reconciliation sheet (4.T.4), the bankability condition register (5.T.1), the revenue stress and counterparty pack (7.T.3) and the contingency basis note (8.T.1). The audit brief lists record-retention expectations as a required element; the corpus supplies none.","Add a standing retention line to the toolkit preamble that already appears in each domain (""Adoption-ready artefacts; adapt headings to your organisation, then keep them stable"") — e.g. ""and set a retention period against each: these registers are the evidence that a decision was taken properly, so they are retained at least as long as the obligation they support, in a form that opens without the tool that created them, with a named custodian after the engagement ends."" Then add an explicit retention/custodian row to Toolkit 1.T.3 in particular, since conflicts and AI-use records are the ones most often needed after the people involved have moved on. Note in the preamble that the applicable minimum periods are set by the organisation's own policy and by jurisdiction-specific statutory and limitation requirements, which the book does not state.",unassigned,unassigned — Gate 3,Open
PFL-15,PFL-AI,"domain-03-time-value-of-money.md — ""3.3.4 Day-count conventions""",moderate,"The section is otherwise exemplary — it prices the actual/360 uplift at 8.33 basis points, ties it to coverage, and correctly concludes that ""conventions are contractual, not conventional"" and that a model needs a date-driven interest calculation. But the convention table is incomplete in a way that leaves the date-driven calculation unspecifiable. Three omissions: (a) actual/actual is absent, which is the convention most bond and some multilateral facilities use and the one for which the leap-year discussion is actually the defining case; (b) 30/360 is given as a single rule when the common variants differ on month-end and 31st-day treatment and produce different interest on the same period, so ""the facility says 30/360"" is not yet an implementable instruction; (c) most consequentially, business-day conventions — following, modified following, and whether period end dates roll — are not mentioned at all, even though they change the actual number of days in the accrual period and the actual payment date, and therefore change every figure the section computes. A modeller who implements the day-count basis correctly and ignores the rolling convention still builds the wrong schedule, and the toolkit (3.T.1) that records conventions per instrument does not list it.","Add actual/actual to the table with its typical home. Add a short paragraph after the table: name that 30/360 has variants that differ on month-end treatment, so the register records the variant and not just ""30/360""; and name business-day conventions (following, modified following, preceding) and end-of-month rolling as separate inputs that determine the accrual period's day count and the payment date, with the point that a schedule can implement the day-count basis correctly and still be wrong by a period if the rolling convention is not implemented. Add both — day-count variant and business-day/rolling convention — as explicit rows in Toolkit 3.T.1 (""TVM assumption register""). Keep the existing counsel caution, which already covers the case where the facility is silent or ambiguous.",unassigned,unassigned — Gate 3,Open
PFL-16,PFL-AI,"domain-08-cost-schedule-contingency.md — ""8.1.2 Estimate classes and the contingency a range implies""",moderate,"The estimate-class ladder is correctly and carefully disclaimed — ""it reproduces no other body's classification and should not be read as one"" — but it names no owning body at all, saying only that ""professional estimating bodies and large owner organisations publish classification frameworks of their own"". That leaves the book inconsistent with its own stated policy in two places. STANDARDS.md's ""What this register does not contain"" says that where a body of practice is discussed — and it names cost-estimate classification as its example — ""the reader is pointed to the owning body rather than given a paraphrase of its text""; here the reader is pointed to nobody. And registries/EXTERNAL_AUTHORITIES.md already carries verified entries for AACE International Recommended Practice 17R-97 and 18R-97 (EXT-065, EXT-066, both confirmed current, revised 7 August 2020), used elsewhere in the programme, with the note that no accuracy ranges or class tables are reproduced — which is exactly the treatment 8.1.2 already applies. The practical consequence is that a practitioner cannot map the PCI illustrative ladder onto the classification their own organisation actually uses, which is the whole point of a class-based contingency argument in a room with an estimator.","Name the anchor for identification only, in the same form Domain 5 already uses successfully for the Equator Principles: add a sentence such as ""The best-known published frameworks are AACE International's Recommended Practices on cost-estimate classification — voluntary professional guidance, not a standard and not a regulatory requirement, and the property of their publisher; they are named here so a reader can locate the framework their own organisation uses, and nothing from them is reproduced or summarised below."" Keep the existing disclaimer sentence verbatim. Add the reference to pfl-ai/STANDARDS.md under a ""cost management"" grouping and link the D8 usage to EXT-065/EXT-066 in registries/EXTERNAL_AUTHORITIES.md.",unassigned,unassigned — Gate 3,Open
PFL-17,PFL-AI,"domain-12-contracts-transaction-structure.md — KA 12.3, §12.3.2 ""Guarantee sufficiency: cap times credit quality"" and Toolkit 12.T.2",moderate,"Related-party governance is stated once in the assigned range — in §12.1.4, for the O&M contract only (""where the O&M contractor is an affiliate of the sponsor … the conflict must be disclosed and the agreement tested on arm's-length terms"") — and is not carried to the places where the arithmetic depends on it. §12.3.2 prices a parent company guarantee at a 0.70 probability of payment and derives a 1.4286× equivalence, correctly noting that the probability is correlated with the event that triggers the call, but not noting the sponsor-identity correlation: where the guarantor sits in the same group as the sponsor providing the equity commitment and the cost-overrun undertaking, the same balance sheet is being counted twice across Domain 12's security package, Domain 9's contingent equity and Domain 14's in-balance cash call. Sponsor-affiliate EPC contracting is at least as common as affiliate O&M, yet §12.1.1–12.1.3 apply no arm's-length test to the cap stack, and Toolkit 12.T.2 has no related-party column and no disclosure or approval field.","Add to §12.3.2's ""three further disciplines"": where the guarantor is in the sponsor's group, identify every other obligation resting on the same balance sheet (equity commitment, contingent equity, cost-overrun undertaking, any other project's guarantees) and state the aggregate, because the risk-adjusted cover and the equity support are not independent. Extend the §12.1.4 arm's-length rule to the EPC contract and the security package with one sentence in §12.1.1. Add two columns to Toolkit 12.T.2 — ""related party (Y/N) and relationship"" and ""other group obligations resting on the same obligor"" — and a field recording the disclosure made and the body that approved the related-party arrangement.",unassigned,unassigned — Gate 3,Open
PFL-18,PFL-AI,"domain-15-operations-performance-restructuring.md — KA 15.4, §15.4.5 ""Handback and the residual obligation""",moderate,"The handback topic is developed purely as a funding-profile optimisation (697,844.05 vs 297,725.66 annual contribution; the indifference-rate invariant at the discount rate; ""below the discount rate, sponsors rationally defer and grantors rationally insist""). Two professional dimensions are missing. First, accounting: the residual obligation is normally recognised as a provision that unwinds through the income statement over the concession, and remeasurement on the condition survey can move reported profit and net assets — which matters where any covenant or distribution test has an accounting basis, and which the discounted-cash-flow framing entirely omits. Second, and more consequentially, the section presents the funding profile as negotiable in every case, when in several sectors the security for decommissioning or handback is set by a regulator or a statutory régime rather than by the grantor's preference, with prescribed instruments, prescribed timing and no scope to defer — so the text's central behavioural conclusion is stated more broadly than it holds. Neither point is caveated, and ""jurisdiction"" appears nowhere in the topic.","Add a short closing paragraph to §15.4.5: (a) state that the residual obligation is normally provided for in the accounts, that the provision unwinds over the concession and is remeasured on survey, and that the reporting framework and its interaction with any accounting-based covenant must be confirmed with the reporting accountants — flagging that the framework is jurisdiction- and standard-specific; (b) qualify the deferral conclusion by noting that in regulated sectors the form, timing and quantum of decommissioning or handback security may be prescribed by statute or by a regulator and is not a negotiable funding profile, so the professional first step is to establish whether the obligation is contractual, regulatory or both; and (c) name the owner and approver of the recommended ""reserve plus handback bond or parent guarantee"" structure, and require the condition-survey date and estimate vintage to be a standing board-reported item rather than something discovered two to five years before expiry.",unassigned,unassigned — Gate 3,Open
PML-15,PML-AI,"domain-08-risk-uncertainty-resilience.md — ""8.3.1 Selecting and costing responses""",moderate,"The response families are presented as an economic menu ranked by total expected cost, with two stated limits: a response must reduce EMV by more than it costs, and existential impact is not managed by EMV. Neither limit covers the case where the risk engages a legal duty. The text never states that a statutory, regulatory or safety duty cannot be transferred — a contract or insurance policy can move the financial consequence, in part and subject to enforceability, but the duty and the accountability remain — nor that acceptance is not an available response where realisation would breach such a duty, however favourable the arithmetic. The transfer discussion is admirably careful about counterparty risk and enforceability (it sends the recovery percentage to counsel) but frames the whole question as recoverability of money. Since Domain 1's proportionate-verification example expressly rules out expected-value reasoning where a statutory duty or licence is engaged, the risk domain's response-selection rule should carry the same boundary, and its absence leaves the two treatments inconsistent.","Add a third governing rule after ""Impact governs survivability even at low probability"", worded to match 1.4.3's existing formulation: where a statutory duty, an operating licence or a safety obligation is engaged, the duty is not transferable and acceptance is not an available response — insurance and contract terms move money, not accountability, and only to the extent the wording and the jurisdiction allow. State the practical consequence for the worked example: rows whose realisation would breach such a duty are removed from the EMV comparison before it is run, and the comparison then prices only how the duty is met, not whether. Flag the corresponding register field (a mandatory/duty-engaged flag, mirroring Domain 5's non-prioritisable regulatory class and Domain 1's ""mandatory — not an expected-value decision"" marking) and add it to Toolkit 8.T.1.",unassigned,unassigned — Gate 3,Open
PML-16,PML-AI,"domain-08-risk-uncertainty-resilience.md — ""Why this domain exists"" / ""Knowledge Area 8.1 — Threats, opportunities and identification"" (systemic across Domains 2–8)",moderate,"External-standard anchoring is effectively absent outside Domain 1. Across the eight domains reviewed, the only external references are the ISO family named once in Domain 1's historical-shifts table and AACE's cost-estimate classification in Domain 7.1.1. The risk domain never references ISO 31000 despite Domain 1 naming it as the risk anchor; the governance domain never references ISO 21505 despite Domain 1 naming it as the governance anchor; the integration domain never references ISO 21502. The consequence is that a practitioner reading the KA that actually treats the subject is never told which external authority governs it or where to go for the requirements, and the standards named in Domain 1 read as historical decoration rather than as live anchors. The book's own STANDARDS.md is careful and well-drafted, which makes the disconnection between register and manuscript the defect rather than the characterisation.","Add a single anchor line to each domain opener (""Why this domain exists""), in the form the volume already uses: name the relevant external document, characterise it accurately as voluntary guidance describing practice rather than a requirement or legislation, state that it is named and not reproduced, and point the reader to the publisher for the current edition — e.g. ISO 31000 for Domain 8, ISO 21505 for Domain 3, ISO 21502 for Domain 4, ISO 21504 for the portfolio material of Domain 2, AACE's Total Cost Management framework for Domain 7 (already present at 7.1.1, so promote it to the opener). Update the ""Discussed in"" column of STANDARDS.md accordingly so the register and the manuscript agree.",unassigned,unassigned — Gate 3,Open
PML-17,PML-AI,"domain-09-quality-assurance-improvement.md — ""9.3.1 The acceptance decision and nonconformance disposition"" (cumulative-effect test)",moderate,"The cumulative-effect test is asserted but not operationalised: ""related concessions aggregating above a threshold within a period require the authority appropriate to the aggregate"". The text never says who sets the threshold, at what level or on what basis, over what period concessions are aggregated, what constitutes ""related"", who monitors the running total, or what happens when it is breached — Toolkit 9.T.2 asks for ""cumulative concession value against threshold"" as a monthly count without ever defining the threshold's source. The word ""escalate"" appears twice in the whole domain, neither time in the acceptance chain. Also unstated: that in approval-regime sectors (aerospace, rail signalling, medical devices, pressure and nuclear systems) a concession or repair may require notification to, or acceptance by, a certifying body or regulator before the item is used — an obligation the delivery organisation cannot discharge internally, and which the domain's disposition table, whose authority column stops at ""design authority"", currently implies away.","In 9.3.1, state who sets the concession threshold (the sponsor or design authority at baseline, not the delivery team, recorded in the quality management plan of 9.1.3), the aggregation period, the test for relatedness, the named owner of the running total, and what breach triggers — suspension of further concessions in that class pending a decision by the authority appropriate to the aggregate, taken through Domain 3's escalation machinery. Add a sentence to the disposition table's surrounding text: where an approval regime applies, a repair, concession or regrade may additionally require notification to or acceptance by the certifying body or regulator before use, that obligation sits outside the project's authority, and the applicable requirement differs by sector and jurisdiction.",unassigned,unassigned — Gate 3,Open
PML-18,PML-AI,"domain-12-leadership-teams-behaviour.md — ""Toolkit 12.T.3 — Difficult-conversation preparation and record""",moderate,"The toolkit instructs the reader to create, within 24 hours of every performance, conduct or expectation conversation, a written record containing dated observations about a named individual's work, the other party's account, and what was agreed — and then says nothing about the record as a record. There is no custodian, no access list, no retention period, no statement that the individual receives a copy (the toolkit asks for ""their confirmation that the record is accurate"" without saying they hold one), and no distinction between the leader's working note and a document that may later be produced in a formal process. The closing sentence correctly routes formal-consequence cases to HR and legal and defers to the jurisdiction's requirements, but that is about the *conversation*, not the *file*. Given that 12.3.4 already establishes that fair process is jurisdiction-specific and 12.4.1's AI treatment already warns that individual telemetry inference is ""restricted or unlawful in many jurisdictions"", the domain has the sensitivity elsewhere and loses it in the artefact practitioners will actually adopt.","Add a closing block to Toolkit 12.T.3: named custodian; access limited to the leader, their manager and HR; a copy provided to the individual; a retention period taken from the organisation's employment-records policy rather than set by the project, with disposal at the end of it; and a note that where the record may feed a formal process the HR and legal functions own its retention and access, and the applicable requirements differ by jurisdiction — nothing here stating the position in any of them.",unassigned,unassigned — Gate 3,Open
PML-19,PML-AI,"domain-13-agile-adaptive-hybrid.md — ""13.1.2 Product ownership as a decision right""",moderate,"The section defines the product owner as ""the single individual accountable for the order of the backlog — for deciding what is built next, and therefore what is not built next — within a value envelope set by the sponsor"", and bounds the right in exactly one way: a monetary envelope of USD 25,000 per change, above which the decision escalates. It never states the other boundary — that certain items are non-deferrable regardless of their computed delay-cost density, because they are safety, regulatory, statutory, contractual or security-remediation obligations rather than value propositions. In a health exemplar this matters: 13.1.3 orders the backlog by priced delay-cost density, and nothing in the KA prevents a clinical-safety or information-governance item from being sequenced downward because its computed density is low. The domain's Industry variations paragraph for healthcare gets the governance half right (clinical sign-off sits with clinical authority, and those classes cannot be written-resolved) but that is a statement about who approves a decision class, not about what the product owner's ordering right may not reach — and it appears 1,200 lines after the decision right is defined.","Add a fifth paragraph to ""What the role must be able to do"" — or a short ""What the ordering right does not reach"" — stating that the product owner orders discretionary value, and that items carrying a safety, regulatory, statutory, contractual or security obligation are **constraints on the order, not candidates within it**: they are scheduled to their required date by the accountable authority for that obligation, they are excluded from the delay-cost-density ranking of 13.1.3, and an owner who deprioritises one has exceeded the right rather than exercised it. Cross-reference Domain 3's decision classes and the healthcare industry variation.",unassigned,unassigned — Gate 3,Open
